imname	RA	DEC	EXPTIME
Q41F1V1	14:15:18	04:15:01	40
Q41F4V1	14:15:18	02:17:25	40
Q41F3V1	14:21:41	01:18:37	40
Q41F2V1	14:21:42	03:16:13	40
Q41F1V2	14:15:18	04:15:01	40
Q41F4V2	14:15:18	02:17:25	40
Q41F3V2	14:21:41	01:18:37	40
Q41F2V2	14:21:42	03:16:13	40
Q41F1V3	14:15:18	04:15:01	40
Q41F4V3	14:15:18	02:17:25	40
Q41F3V3	14:21:41	01:18:37	40
Q41F2V3	14:21:42	03:16:13	40
Q41F1V4	14:15:18	04:15:01	40
Q41F4V4	14:15:18	02:17:25	40
Q41F3V4	14:21:41	01:18:37	40
Q41F2V4	14:21:42	03:16:13	40
Q41F1V5	14:15:18	04:15:01	40
Q41F4V5	14:15:18	02:17:25	40
Q41F3V5	14:21:41	01:18:37	40
Q41F2V5	14:21:42	03:16:13	40
SLEW_QX_QY	14:21:42	03:16:13	60
