UTC	Airmass
2014-04-23 23:00:00	13.333
2014-04-23 23:30:00	9.637
2014-04-24 00:00:00	4.970
2014-04-24 00:30:00	3.298
2014-04-24 01:00:00	2.473
2014-04-24 01:30:00	1.990
2014-04-24 02:00:00	1.679
2014-04-24 02:30:00	1.466
2014-04-24 03:00:00	1.316
2014-04-24 03:30:00	1.207
2014-04-24 04:00:00	1.128
2014-04-24 04:30:00	1.072
2014-04-24 05:00:00	1.035
2014-04-24 05:30:00	1.014
2014-04-24 06:00:00	1.007
2014-04-24 06:30:00	1.014
2014-04-24 07:00:00	1.036
2014-04-24 07:30:00	1.073
2014-04-24 08:00:00	1.129
2014-04-24 08:30:00	1.208
2014-04-24 09:00:00	1.318
2014-04-24 09:30:00	1.469
2014-04-24 10:00:00	1.683
2014-04-24 10:30:00	1.996
2014-04-24 11:00:00	2.483
2014-04-24 11:30:00	3.316
2014-04-24 12:00:00	5.011
2014-04-24 12:30:00	9.773
