imname	RA	DEC	EXPTIME
Q84F1V1	15:06:51	-07:31:25	40
Q84F4V1	15:06:50	-09:29:49	40
Q84F3V1	15:13:19	-10:27:01	40
Q84F2V1	15:13:18	-08:30:37	40
Q84F1V2	15:06:51	-07:31:25	40
Q84F4V2	15:06:50	-09:29:49	40
Q84F3V2	15:13:19	-10:27:01	40
Q84F2V2	15:13:18	-08:30:37	40
Q84F1V3	15:06:51	-07:31:25	40
Q84F4V3	15:06:50	-09:29:49	40
Q84F3V3	15:13:19	-10:27:01	40
Q84F2V3	15:13:18	-08:30:37	40
Q84F1V4	15:06:51	-07:31:25	40
Q84F4V4	15:06:50	-09:29:49	40
Q84F3V4	15:13:19	-10:27:01	40
Q84F2V4	15:13:18	-08:30:37	40
Q84F1V5	15:06:51	-07:31:25	40
Q84F4V5	15:06:50	-09:29:49	40
Q84F3V5	15:13:19	-10:27:01	40
Q84F2V5	15:13:18	-08:30:37	40
SLEW_QX_QY	15:13:18	-08:30:37	60
