UTC	Airmass
2014-04-29 22:30:00	3.644
2014-04-29 23:00:00	2.702
2014-04-29 23:30:00	2.154
2014-04-30 00:00:00	1.801
2014-04-30 00:30:00	1.559
2014-04-30 01:00:00	1.387
2014-04-30 01:30:00	1.262
2014-04-30 02:00:00	1.170
2014-04-30 02:30:00	1.102
2014-04-30 03:00:00	1.054
2014-04-30 03:30:00	1.022
2014-04-30 04:00:00	1.005
2014-04-30 04:30:00	1.000
2014-04-30 05:00:00	1.009
2014-04-30 05:30:00	1.030
2014-04-30 06:00:00	1.066
2014-04-30 06:30:00	1.120
2014-04-30 07:00:00	1.194
2014-04-30 07:30:00	1.295
2014-04-30 08:00:00	1.432
2014-04-30 08:30:00	1.622
2014-04-30 09:00:00	1.890
2014-04-30 09:30:00	2.289
2014-04-30 10:00:00	2.923
2014-04-30 10:30:00	4.058
2014-04-30 11:00:00	6.548
2014-04-30 11:30:00	13.274
2014-04-30 12:00:00	13.333
