imname	RA	DEC	EXPTIME
Q39F1V1	13:59:36	-27:07:2	40
Q39F4V1	13:59:32	-29:05:4	40
Q39F3V1	14:06:52	-30:03:0	40
Q39F2V1	14:06:48	-28:06:3	40
Q39F1V2	13:59:36	-27:07:2	40
Q39F4V2	13:59:32	-29:05:4	40
Q39F3V2	14:06:52	-30:03:0	40
Q39F2V2	14:06:48	-28:06:3	40
Q39F1V3	13:59:36	-27:07:2	40
Q39F4V3	13:59:32	-29:05:4	40
Q39F3V3	14:06:52	-30:03:0	40
Q39F2V3	14:06:48	-28:06:3	40
Q39F1V4	13:59:36	-27:07:2	40
Q39F4V4	13:59:32	-29:05:4	40
Q39F3V4	14:06:52	-30:03:0	40
Q39F2V4	14:06:48	-28:06:3	40
Q39F1V5	13:59:36	-27:07:2	40
Q39F4V5	13:59:32	-29:05:4	40
Q39F3V5	14:06:52	-30:03:0	40
Q39F2V5	14:06:48	-28:06:3	40
SLEW_QX_QY	14:06:48	-28:06:3	60
