UTC	Airmass
2014-04-23 23:00:00	13.143
2014-04-23 23:30:00	6.013
2014-04-24 00:00:00	3.699
2014-04-24 00:30:00	2.672
2014-04-24 01:00:00	2.105
2014-04-24 01:30:00	1.752
2014-04-24 02:00:00	1.516
2014-04-24 02:30:00	1.351
2014-04-24 03:00:00	1.233
2014-04-24 03:30:00	1.148
2014-04-24 04:00:00	1.088
2014-04-24 04:30:00	1.049
2014-04-24 05:00:00	1.026
2014-04-24 05:30:00	1.018
2014-04-24 06:00:00	1.025
2014-04-24 06:30:00	1.047
2014-04-24 07:00:00	1.085
2014-04-24 07:30:00	1.144
2014-04-24 08:00:00	1.227
2014-04-24 08:30:00	1.342
2014-04-24 09:00:00	1.504
2014-04-24 09:30:00	1.734
2014-04-24 10:00:00	2.078
2014-04-24 10:30:00	2.627
2014-04-24 11:00:00	3.612
2014-04-24 11:30:00	5.790
2014-04-24 12:00:00	12.613
2014-04-24 12:30:00	13.333
