imname	RA	DEC	EXPTIME
Q87F1V1	15:09:09	-19:17:4	40
Q87F4V1	15:09:06	-21:14:1	40
Q87F3V1	15:15:58	-22:13:2	40
Q87F2V1	15:15:56	-20:15:0	40
Q87F1V2	15:09:09	-19:17:4	40
Q87F4V2	15:09:06	-21:14:1	40
Q87F3V2	15:15:58	-22:13:2	40
Q87F2V2	15:15:56	-20:15:0	40
Q87F1V3	15:09:09	-19:17:4	40
Q87F4V3	15:09:06	-21:14:1	40
Q87F3V3	15:15:58	-22:13:2	40
Q87F2V3	15:15:56	-20:15:0	40
Q87F1V4	15:09:09	-19:17:4	40
Q87F4V4	15:09:06	-21:14:1	40
Q87F3V4	15:15:58	-22:13:2	40
Q87F2V4	15:15:56	-20:15:0	40
Q87F1V5	15:09:09	-19:17:4	40
Q87F4V5	15:09:06	-21:14:1	40
Q87F3V5	15:15:58	-22:13:2	40
Q87F2V5	15:15:56	-20:15:0	40
SLEW_QX_QY	15:15:56	-20:15:0	60
