imname	RA	DEC	EXPTIME
Q34F1V1	14:02:18	-07:31:2	40
Q34F4V1	14:02:17	-09:29:4	40
Q34F3V1	14:08:46	-10:27:0	40
Q34F2V1	14:08:45	-08:30:3	40
Q34F1V2	14:02:18	-07:31:2	40
Q34F4V2	14:02:17	-09:29:4	40
Q34F3V2	14:08:46	-10:27:0	40
Q34F2V2	14:08:45	-08:30:3	40
Q34F1V3	14:02:18	-07:31:2	40
Q34F4V3	14:02:17	-09:29:4	40
Q34F3V3	14:08:46	-10:27:0	40
Q34F2V3	14:08:45	-08:30:3	40
Q34F1V4	14:02:18	-07:31:2	40
Q34F4V4	14:02:17	-09:29:4	40
Q34F3V4	14:08:46	-10:27:0	40
Q34F2V4	14:08:45	-08:30:3	40
Q34F1V5	14:02:18	-07:31:2	40
Q34F4V5	14:02:17	-09:29:4	40
Q34F3V5	14:08:46	-10:27:0	40
Q34F2V5	14:08:45	-08:30:3	40
SLEW_QX_QY	14:08:45	-08:30:3	60
