UTC	Airmass
2014-04-23 23:00:00	13.268
2014-04-23 23:30:00	6.542
2014-04-24 00:00:00	4.056
2014-04-24 00:30:00	2.922
2014-04-24 01:00:00	2.288
2014-04-24 01:30:00	1.890
2014-04-24 02:00:00	1.621
2014-04-24 02:30:00	1.432
2014-04-24 03:00:00	1.295
2014-04-24 03:30:00	1.194
2014-04-24 04:00:00	1.119
2014-04-24 04:30:00	1.066
2014-04-24 05:00:00	1.030
2014-04-24 05:30:00	1.009
2014-04-24 06:00:00	1.000
2014-04-24 06:30:00	1.005
2014-04-24 07:00:00	1.022
2014-04-24 07:30:00	1.054
2014-04-24 08:00:00	1.102
2014-04-24 08:30:00	1.170
2014-04-24 09:00:00	1.262
2014-04-24 09:30:00	1.388
2014-04-24 10:00:00	1.560
2014-04-24 10:30:00	1.802
2014-04-24 11:00:00	2.156
2014-04-24 11:30:00	2.705
2014-04-24 12:00:00	3.650
2014-04-24 12:30:00	5.577
