UTC	Airmass
2014-04-23 23:00:00	13.333
2014-04-23 23:30:00	7.282
2014-04-24 00:00:00	4.123
2014-04-24 00:30:00	2.871
2014-04-24 01:00:00	2.216
2014-04-24 01:30:00	1.822
2014-04-24 02:00:00	1.563
2014-04-24 02:30:00	1.386
2014-04-24 03:00:00	1.260
2014-04-24 03:30:00	1.170
2014-04-24 04:00:00	1.107
2014-04-24 04:30:00	1.066
2014-04-24 05:00:00	1.042
2014-04-24 05:30:00	1.034
2014-04-24 06:00:00	1.042
2014-04-24 06:30:00	1.065
2014-04-24 07:00:00	1.106
2014-04-24 07:30:00	1.169
2014-04-24 08:00:00	1.258
2014-04-24 08:30:00	1.383
2014-04-24 09:00:00	1.560
2014-04-24 09:30:00	1.817
2014-04-24 10:00:00	2.209
2014-04-24 10:30:00	2.857
2014-04-24 11:00:00	4.095
2014-04-24 11:30:00	7.197
2014-04-24 12:00:00	13.333
2014-04-24 12:30:00	13.333
