imname	RA	DEC	EXPTIME
Q44F1V1	14:15:13	-07:31:2	40
Q44F4V1	14:15:12	-09:29:4	40
Q44F3V1	14:21:41	-10:27:0	40
Q44F2V1	14:21:40	-08:30:3	40
Q44F1V2	14:15:13	-07:31:2	40
Q44F4V2	14:15:12	-09:29:4	40
Q44F3V2	14:21:41	-10:27:0	40
Q44F2V2	14:21:40	-08:30:3	40
Q44F1V3	14:15:13	-07:31:2	40
Q44F4V3	14:15:12	-09:29:4	40
Q44F3V3	14:21:41	-10:27:0	40
Q44F2V3	14:21:40	-08:30:3	40
Q44F1V4	14:15:13	-07:31:2	40
Q44F4V4	14:15:12	-09:29:4	40
Q44F3V4	14:21:41	-10:27:0	40
Q44F2V4	14:21:40	-08:30:3	40
Q44F1V5	14:15:13	-07:31:2	40
Q44F4V5	14:15:12	-09:29:4	40
Q44F3V5	14:21:41	-10:27:0	40
Q44F2V5	14:21:40	-08:30:3	40
SLEW_QX_QY	14:21:40	-08:30:3	60
