imname	RA	DEC	EXPTIME
Q89F1V1	15:11:58	-27:07:2	40
Q89F4V1	15:11:54	-29:05:4	40
Q89F3V1	15:19:14	-30:03:0	40
Q89F2V1	15:19:10	-28:06:3	40
Q89F1V2	15:11:58	-27:07:2	40
Q89F4V2	15:11:54	-29:05:4	40
Q89F3V2	15:19:14	-30:03:0	40
Q89F2V2	15:19:10	-28:06:3	40
Q89F1V3	15:11:58	-27:07:2	40
Q89F4V3	15:11:54	-29:05:4	40
Q89F3V3	15:19:14	-30:03:0	40
Q89F2V3	15:19:10	-28:06:3	40
Q89F1V4	15:11:58	-27:07:2	40
Q89F4V4	15:11:54	-29:05:4	40
Q89F3V4	15:19:14	-30:03:0	40
Q89F2V4	15:19:10	-28:06:3	40
Q89F1V5	15:11:58	-27:07:2	40
Q89F4V5	15:11:54	-29:05:4	40
Q89F3V5	15:19:14	-30:03:0	40
Q89F2V5	15:19:10	-28:06:3	40
SLEW_QX_QY	15:19:10	-28:06:3	60
