UTC	Airmass
2014-04-23 23:00:00	13.333
2014-04-23 23:30:00	6.526
2014-04-24 00:00:00	3.842
2014-04-24 00:30:00	2.728
2014-04-24 01:00:00	2.133
2014-04-24 01:30:00	1.769
2014-04-24 02:00:00	1.530
2014-04-24 02:30:00	1.365
2014-04-24 03:00:00	1.249
2014-04-24 03:30:00	1.167
2014-04-24 04:00:00	1.111
2014-04-24 04:30:00	1.075
2014-04-24 05:00:00	1.058
2014-04-24 05:30:00	1.057
2014-04-24 06:00:00	1.073
2014-04-24 06:30:00	1.106
2014-04-24 07:00:00	1.159
2014-04-24 07:30:00	1.238
2014-04-24 08:00:00	1.350
2014-04-24 08:30:00	1.509
2014-04-24 09:00:00	1.738
2014-04-24 09:30:00	2.084
2014-04-24 10:00:00	2.645
2014-04-24 10:30:00	3.674
2014-04-24 11:00:00	6.064
2014-04-24 11:30:00	13.333
2014-04-24 12:00:00	13.333
2014-04-24 12:30:00	13.333
