UTC	Airmass
2014-04-23 23:00:00	13.333
2014-04-23 23:30:00	10.638
2014-04-24 00:00:00	5.050
2014-04-24 00:30:00	3.273
2014-04-24 01:00:00	2.443
2014-04-24 01:30:00	1.971
2014-04-24 02:00:00	1.675
2014-04-24 02:30:00	1.476
2014-04-24 03:00:00	1.339
2014-04-24 03:30:00	1.244
2014-04-24 04:00:00	1.180
2014-04-24 04:30:00	1.139
2014-04-24 05:00:00	1.120
2014-04-24 05:30:00	1.119
2014-04-24 06:00:00	1.137
2014-04-24 06:30:00	1.175
2014-04-24 07:00:00	1.237
2014-04-24 07:30:00	1.330
2014-04-24 08:00:00	1.462
2014-04-24 08:30:00	1.655
2014-04-24 09:00:00	1.941
2014-04-24 09:30:00	2.392
2014-04-24 10:00:00	3.179
2014-04-24 10:30:00	4.826
2014-04-24 11:00:00	9.804
2014-04-24 11:30:00	13.333
2014-04-24 12:00:00	13.333
2014-04-24 12:30:00	13.333
