UTC	Airmass
2014-04-23 23:00:00	13.333
2014-04-23 23:30:00	13.333
2014-04-24 00:00:00	8.284
2014-04-24 00:30:00	4.407
2014-04-24 01:00:00	3.007
2014-04-24 01:30:00	2.308
2014-04-24 02:00:00	1.898
2014-04-24 02:30:00	1.635
2014-04-24 03:00:00	1.458
2014-04-24 03:30:00	1.336
2014-04-24 04:00:00	1.253
2014-04-24 04:30:00	1.199
2014-04-24 05:00:00	1.169
2014-04-24 05:30:00	1.159
2014-04-24 06:00:00	1.170
2014-04-24 06:30:00	1.202
2014-04-24 07:00:00	1.258
2014-04-24 07:30:00	1.343
2014-04-24 08:00:00	1.468
2014-04-24 08:30:00	1.650
2014-04-24 09:00:00	1.921
2014-04-24 09:30:00	2.345
2014-04-24 10:00:00	3.074
2014-04-24 10:30:00	4.558
2014-04-24 11:00:00	8.805
2014-04-24 11:30:00	13.333
2014-04-24 12:00:00	13.333
2014-04-24 12:30:00	13.333
