UTC	Airmass
2014-04-23 23:00:00	5.012
2014-04-23 23:30:00	3.394
2014-04-24 00:00:00	2.563
2014-04-24 00:30:00	2.067
2014-04-24 01:00:00	1.742
2014-04-24 01:30:00	1.518
2014-04-24 02:00:00	1.357
2014-04-24 02:30:00	1.240
2014-04-24 03:00:00	1.153
2014-04-24 03:30:00	1.090
2014-04-24 04:00:00	1.046
2014-04-24 04:30:00	1.018
2014-04-24 05:00:00	1.003
2014-04-24 05:30:00	1.001
2014-04-24 06:00:00	1.012
2014-04-24 06:30:00	1.037
2014-04-24 07:00:00	1.076
2014-04-24 07:30:00	1.133
2014-04-24 08:00:00	1.213
2014-04-24 08:30:00	1.321
2014-04-24 09:00:00	1.467
2014-04-24 09:30:00	1.671
2014-04-24 10:00:00	1.962
2014-04-24 10:30:00	2.399
2014-04-24 11:00:00	3.108
2014-04-24 11:30:00	4.421
2014-04-24 12:00:00	7.485
2014-04-24 12:30:00	13.333
