UTC	Airmass
2014-04-23 23:00:00	11.790
2014-04-23 23:30:00	5.451
2014-04-24 00:00:00	3.453
2014-04-24 00:30:00	2.535
2014-04-24 01:00:00	2.019
2014-04-24 01:30:00	1.695
2014-04-24 02:00:00	1.477
2014-04-24 02:30:00	1.324
2014-04-24 03:00:00	1.216
2014-04-24 03:30:00	1.139
2014-04-24 04:00:00	1.086
2014-04-24 04:30:00	1.053
2014-04-24 05:00:00	1.036
2014-04-24 05:30:00	1.035
2014-04-24 06:00:00	1.050
2014-04-24 06:30:00	1.081
2014-04-24 07:00:00	1.131
2014-04-24 07:30:00	1.205
2014-04-24 08:00:00	1.308
2014-04-24 08:30:00	1.454
2014-04-24 09:00:00	1.662
2014-04-24 09:30:00	1.969
2014-04-24 10:00:00	2.452
2014-04-24 10:30:00	3.296
2014-04-24 11:00:00	5.071
2014-04-24 11:30:00	10.443
2014-04-24 12:00:00	13.333
2014-04-24 12:30:00	13.333
