UTC	Airmass
2014-04-23 23:00:00	7.993
2014-04-23 23:30:00	4.520
2014-04-24 00:00:00	3.122
2014-04-24 00:30:00	2.389
2014-04-24 01:00:00	1.945
2014-04-24 01:30:00	1.653
2014-04-24 02:00:00	1.451
2014-04-24 02:30:00	1.306
2014-04-24 03:00:00	1.200
2014-04-24 03:30:00	1.123
2014-04-24 04:00:00	1.068
2014-04-24 04:30:00	1.031
2014-04-24 05:00:00	1.009
2014-04-24 05:30:00	1.001
2014-04-24 06:00:00	1.007
2014-04-24 06:30:00	1.026
2014-04-24 07:00:00	1.060
2014-04-24 07:30:00	1.111
2014-04-24 08:00:00	1.183
2014-04-24 08:30:00	1.283
2014-04-24 09:00:00	1.419
2014-04-24 09:30:00	1.608
2014-04-24 10:00:00	1.879
2014-04-24 10:30:00	2.286
2014-04-24 11:00:00	2.945
2014-04-24 11:30:00	4.159
2014-04-24 12:00:00	6.983
2014-04-24 12:30:00	13.333
