imname	RA	DEC	EXPTIME
Q72F1V1	14:53:37	00:19:49	40
Q72F4V1	14:53:37	-01:38:1	40
Q72F3V1	15:00:01	-02:37:2	40
Q72F2V1	15:00:00	-00:39:0	40
Q72F1V2	14:53:37	00:19:49	40
Q72F4V2	14:53:37	-01:38:1	40
Q72F3V2	15:00:01	-02:37:2	40
Q72F2V2	15:00:00	-00:39:0	40
Q72F1V3	14:53:37	00:19:49	40
Q72F4V3	14:53:37	-01:38:1	40
Q72F3V3	15:00:01	-02:37:2	40
Q72F2V3	15:00:00	-00:39:0	40
Q72F1V4	14:53:37	00:19:49	40
Q72F4V4	14:53:37	-01:38:1	40
Q72F3V4	15:00:01	-02:37:2	40
Q72F2V4	15:00:00	-00:39:0	40
Q72F1V5	14:53:37	00:19:49	40
Q72F4V5	14:53:37	-01:38:1	40
Q72F3V5	15:00:01	-02:37:2	40
Q72F2V5	15:00:00	-00:39:0	40
SLEW_QX_QY	15:00:00	-00:39:0	60
