imname	RA	DEC	EXPTIME
Q96F1V1	15:21:27	-15:21:0	40
Q96F4V1	15:21:25	-17:19:2	40
Q96F3V1	15:28:07	-18:18:3	40
Q96F2V1	15:28:05	-16:20:1	40
Q96F1V2	15:21:27	-15:21:0	40
Q96F4V2	15:21:25	-17:19:2	40
Q96F3V2	15:28:07	-18:18:3	40
Q96F2V2	15:28:05	-16:20:1	40
Q96F1V3	15:21:27	-15:21:0	40
Q96F4V3	15:21:25	-17:19:2	40
Q96F3V3	15:28:07	-18:18:3	40
Q96F2V3	15:28:05	-16:20:1	40
Q96F1V4	15:21:27	-15:21:0	40
Q96F4V4	15:21:25	-17:19:2	40
Q96F3V4	15:28:07	-18:18:3	40
Q96F2V4	15:28:05	-16:20:1	40
Q96F1V5	15:21:27	-15:21:0	40
Q96F4V5	15:21:25	-17:19:2	40
Q96F3V5	15:28:07	-18:18:3	40
Q96F2V5	15:28:05	-16:20:1	40
SLEW_QX_QY	15:28:05	-16:20:1	60
