imname	RA	DEC	EXPTIME
N20140422F9V1	13:43:29	-08:42:33	40
N20140422F10V1	13:43:27	-10:40:57	40
N20140422F11V1	13:49:58	-11:38:09	40
N20140422F12V1	13:49:57	-09:41:45	40
N20140422F9V2	13:43:29	-08:42:33	40
N20140422F10V2	13:43:27	-10:40:57	40
N20140422F11V2	13:49:58	-11:38:09	40
N20140422F12V2	13:49:57	-09:41:45	40
N20140422F9V3	13:43:29	-08:42:33	40
N20140422F10V3	13:43:27	-10:40:57	40
N20140422F11V3	13:49:58	-11:38:09	40
N20140422F12V3	13:49:57	-09:41:45	40
N20140422F9V4	13:43:29	-08:42:33	40
N20140422F10V4	13:43:27	-10:40:57	40
N20140422F11V4	13:49:58	-11:38:09	40
N20140422F12V4	13:49:57	-09:41:45	40
N20140422F9V5	13:43:29	-08:42:33	40
N20140422F10V5	13:43:27	-10:40:57	40
N20140422F11V5	13:49:58	-11:38:09	40
N20140422F12V5	13:49:57	-09:41:45	40
SLEW_QX_QY	13:49:57	-09:41:45	60
