imname	RA	DEC	EXPTIME
N20140422Q36F141V1	14:27:54	-11:33:01	40
N20140422Q36F142V1	14:27:53	-13:31:25	40
N20140422Q36F143V1	14:34:27	-14:30:37	40
N20140422Q36F144V1	14:34:26	-12:32:13	40
N20140422Q36F141V2	14:27:54	-11:33:01	40
N20140422Q36F142V2	14:27:53	-13:31:25	40
N20140422Q36F143V2	14:34:27	-14:30:37	40
N20140422Q36F144V2	14:34:26	-12:32:13	40
N20140422Q36F141V3	14:27:54	-11:33:01	40
N20140422Q36F142V3	14:27:53	-13:31:25	40
N20140422Q36F143V3	14:34:27	-14:30:37	40
N20140422Q36F144V3	14:34:26	-12:32:13	40
N20140422Q36F141V4	14:27:54	-11:33:01	40
N20140422Q36F142V4	14:27:53	-13:31:25	40
N20140422Q36F143V4	14:34:27	-14:30:37	40
N20140422Q36F144V4	14:34:26	-12:32:13	40
N20140422Q36F141V5	14:27:54	-11:33:01	40
N20140422Q36F142V5	14:27:53	-13:31:25	40
N20140422Q36F143V5	14:34:27	-14:30:37	40
N20140422Q36F144V5	14:34:26	-12:32:13	40
SLEW_QX_QY	14:34:26	-12:32:13	60
