imname	RA	DEC	EXPTIME
N20140422Q16F61V1	13:46:55	-26:17:49	40
N20140422Q16F62V1	13:46:51	-28:14:13	40
N20140422Q16F63V1	13:54:08	-29:13:25	40
N20140422Q16F64V1	13:54:04	-27:15:01	40
N20140422Q16F61V2	13:46:55	-26:17:49	40
N20140422Q16F62V2	13:46:51	-28:14:13	40
N20140422Q16F63V2	13:54:08	-29:13:25	40
N20140422Q16F64V2	13:54:04	-27:15:01	40
N20140422Q16F61V3	13:46:55	-26:17:49	40
N20140422Q16F62V3	13:46:51	-28:14:13	40
N20140422Q16F63V3	13:54:08	-29:13:25	40
N20140422Q16F64V3	13:54:04	-27:15:01	40
N20140422Q16F61V4	13:46:55	-26:17:49	40
N20140422Q16F62V4	13:46:51	-28:14:13	40
N20140422Q16F63V4	13:54:08	-29:13:25	40
N20140422Q16F64V4	13:54:04	-27:15:01	40
N20140422Q16F61V5	13:46:55	-26:17:49	40
N20140422Q16F62V5	13:46:51	-28:14:13	40
N20140422Q16F63V5	13:54:08	-29:13:25	40
N20140422Q16F64V5	13:54:04	-27:15:01	40
SLEW_QX_QY	13:54:04	-27:15:01	60
