imname	RA	DEC	EXPTIME
N20140422Q52F205V1	14:52:59	-11:33:01	40
N20140422Q52F206V1	14:52:57	-13:31:25	40
N20140422Q52F207V1	14:59:32	-14:30:37	40
N20140422Q52F208V1	14:59:30	-12:32:13	40
N20140422Q52F205V2	14:52:59	-11:33:01	40
N20140422Q52F206V2	14:52:57	-13:31:25	40
N20140422Q52F207V2	14:59:32	-14:30:37	40
N20140422Q52F208V2	14:59:30	-12:32:13	40
N20140422Q52F205V3	14:52:59	-11:33:01	40
N20140422Q52F206V3	14:52:57	-13:31:25	40
N20140422Q52F207V3	14:59:32	-14:30:37	40
N20140422Q52F208V3	14:59:30	-12:32:13	40
N20140422Q52F205V4	14:52:59	-11:33:01	40
N20140422Q52F206V4	14:52:57	-13:31:25	40
N20140422Q52F207V4	14:59:32	-14:30:37	40
N20140422Q52F208V4	14:59:30	-12:32:13	40
N20140422Q52F205V5	14:52:59	-11:33:01	40
N20140422Q52F206V5	14:52:57	-13:31:25	40
N20140422Q52F207V5	14:59:32	-14:30:37	40
N20140422Q52F208V5	14:59:30	-12:32:13	40
SLEW_QX_QY	14:59:30	-12:32:13	60
