imname	RA	DEC	EXPTIME
N20140422Q25F97V1	14:15:35	-00:31:25	40
N20140422Q25F98V1	14:15:34	-02:29:49	40
N20140422Q25F99V1	14:21:58	-03:27:01	40
N20140422Q25F100V1	14:21:58	-01:30:37	40
N20140422Q25F97V2	14:15:35	-00:31:25	40
N20140422Q25F98V2	14:15:34	-02:29:49	40
N20140422Q25F99V2	14:21:58	-03:27:01	40
N20140422Q25F100V2	14:21:58	-01:30:37	40
N20140422Q25F97V3	14:15:35	-00:31:25	40
N20140422Q25F98V3	14:15:34	-02:29:49	40
N20140422Q25F99V3	14:21:58	-03:27:01	40
N20140422Q25F100V3	14:21:58	-01:30:37	40
N20140422Q25F97V4	14:15:35	-00:31:25	40
N20140422Q25F98V4	14:15:34	-02:29:49	40
N20140422Q25F99V4	14:21:58	-03:27:01	40
N20140422Q25F100V4	14:21:58	-01:30:37	40
N20140422Q25F97V5	14:15:35	-00:31:25	40
N20140422Q25F98V5	14:15:34	-02:29:49	40
N20140422Q25F99V5	14:21:58	-03:27:01	40
N20140422Q25F100V5	14:21:58	-01:30:37	40
SLEW_QX_QY	14:21:58	-01:30:37	60
