imname	RA	DEC	EXPTIME
N20140422F33V1	13:55:49	-12:23:45	40
N20140422F34V1	13:55:47	-14:20:09	40
N20140422F35V1	14:02:23	-15:19:21	40
N20140422F36V1	14:02:22	-13:22:57	40
N20140422F33V2	13:55:49	-12:23:45	40
N20140422F34V2	13:55:47	-14:20:09	40
N20140422F35V2	14:02:23	-15:19:21	40
N20140422F36V2	14:02:22	-13:22:57	40
N20140422F33V3	13:55:49	-12:23:45	40
N20140422F34V3	13:55:47	-14:20:09	40
N20140422F35V3	14:02:23	-15:19:21	40
N20140422F36V3	14:02:22	-13:22:57	40
N20140422F33V4	13:55:49	-12:23:45	40
N20140422F34V4	13:55:47	-14:20:09	40
N20140422F35V4	14:02:23	-15:19:21	40
N20140422F36V4	14:02:22	-13:22:57	40
N20140422F33V5	13:55:49	-12:23:45	40
N20140422F34V5	13:55:47	-14:20:09	40
N20140422F35V5	14:02:23	-15:19:21	40
N20140422F36V5	14:02:22	-13:22:57	40
SLEW_QX_QY	14:02:22	-13:22:57	60
