imname	RA	DEC	EXPTIME
N20140422Q6F21V1	13:35:58	-18:55:25	40
N20140422Q6F22V1	13:35:55	-20:53:49	40
N20140422Q6F23V1	13:42:46	-21:51:01	40
N20140422Q6F24V1	13:42:44	-19:54:37	40
N20140422Q6F21V2	13:35:58	-18:55:25	40
N20140422Q6F22V2	13:35:55	-20:53:49	40
N20140422Q6F23V2	13:42:46	-21:51:01	40
N20140422Q6F24V2	13:42:44	-19:54:37	40
N20140422Q6F21V3	13:35:58	-18:55:25	40
N20140422Q6F22V3	13:35:55	-20:53:49	40
N20140422Q6F23V3	13:42:46	-21:51:01	40
N20140422Q6F24V3	13:42:44	-19:54:37	40
N20140422Q6F21V4	13:35:58	-18:55:25	40
N20140422Q6F22V4	13:35:55	-20:53:49	40
N20140422Q6F23V4	13:42:46	-21:51:01	40
N20140422Q6F24V4	13:42:44	-19:54:37	40
N20140422Q6F21V5	13:35:58	-18:55:25	40
N20140422Q6F22V5	13:35:55	-20:53:49	40
N20140422Q6F23V5	13:42:46	-21:51:01	40
N20140422Q6F24V5	13:42:44	-19:54:37	40
SLEW_QX_QY	13:42:44	-19:54:37	60
