imname	RA	DEC	EXPTIME
N20140422F69V1	14:20:43	-08:42:33	40
N20140422F70V1	14:20:42	-10:40:57	40
N20140422F71V1	14:27:13	-11:38:09	40
N20140422F72V1	14:27:12	-09:41:45	40
N20140422F69V2	14:20:43	-08:42:33	40
N20140422F70V2	14:20:42	-10:40:57	40
N20140422F71V2	14:27:13	-11:38:09	40
N20140422F72V2	14:27:12	-09:41:45	40
N20140422F69V3	14:20:43	-08:42:33	40
N20140422F70V3	14:20:42	-10:40:57	40
N20140422F71V3	14:27:13	-11:38:09	40
N20140422F72V3	14:27:12	-09:41:45	40
N20140422F69V4	14:20:43	-08:42:33	40
N20140422F70V4	14:20:42	-10:40:57	40
N20140422F71V4	14:27:13	-11:38:09	40
N20140422F72V4	14:27:12	-09:41:45	40
N20140422F69V5	14:20:43	-08:42:33	40
N20140422F70V5	14:20:42	-10:40:57	40
N20140422F71V5	14:27:13	-11:38:09	40
N20140422F72V5	14:27:12	-09:41:45	40
SLEW_QX_QY	14:27:12	-09:41:45	60
