imname	RA	DEC	EXPTIME
N20140422Q43F169V1	14:40:15	-07:53:49	40
N20140422Q43F170V1	14:40:14	-09:50:13	40
N20140422Q43F171V1	14:46:43	-10:49:25	40
N20140422Q43F172V1	14:46:42	-08:51:01	40
N20140422Q43F169V2	14:40:15	-07:53:49	40
N20140422Q43F170V2	14:40:14	-09:50:13	40
N20140422Q43F171V2	14:46:43	-10:49:25	40
N20140422Q43F172V2	14:46:42	-08:51:01	40
N20140422Q43F169V3	14:40:15	-07:53:49	40
N20140422Q43F170V3	14:40:14	-09:50:13	40
N20140422Q43F171V3	14:46:43	-10:49:25	40
N20140422Q43F172V3	14:46:42	-08:51:01	40
N20140422Q43F169V4	14:40:15	-07:53:49	40
N20140422Q43F170V4	14:40:14	-09:50:13	40
N20140422Q43F171V4	14:46:43	-10:49:25	40
N20140422Q43F172V4	14:46:42	-08:51:01	40
N20140422Q43F169V5	14:40:15	-07:53:49	40
N20140422Q43F170V5	14:40:14	-09:50:13	40
N20140422Q43F171V5	14:46:43	-10:49:25	40
N20140422Q43F172V5	14:46:42	-08:51:01	40
SLEW_QX_QY	14:46:42	-08:51:01	60
