imname	RA	DEC	EXPTIME
N20140422Q53F209V1	14:53:27	-15:14:13	40
N20140422Q53F210V1	14:53:25	-17:12:37	40
N20140422Q53F211V1	15:00:07	-18:11:49	40
N20140422Q53F212V1	15:00:05	-16:13:25	40
N20140422Q53F209V2	14:53:27	-15:14:13	40
N20140422Q53F210V2	14:53:25	-17:12:37	40
N20140422Q53F211V2	15:00:07	-18:11:49	40
N20140422Q53F212V2	15:00:05	-16:13:25	40
N20140422Q53F209V3	14:53:27	-15:14:13	40
N20140422Q53F210V3	14:53:25	-17:12:37	40
N20140422Q53F211V3	15:00:07	-18:11:49	40
N20140422Q53F212V3	15:00:05	-16:13:25	40
N20140422Q53F209V4	14:53:27	-15:14:13	40
N20140422Q53F210V4	14:53:25	-17:12:37	40
N20140422Q53F211V4	15:00:07	-18:11:49	40
N20140422Q53F212V4	15:00:05	-16:13:25	40
N20140422Q53F209V5	14:53:27	-15:14:13	40
N20140422Q53F210V5	14:53:25	-17:12:37	40
N20140422Q53F211V5	15:00:07	-18:11:49	40
N20140422Q53F212V5	15:00:05	-16:13:25	40
SLEW_QX_QY	15:00:05	-16:13:25	60
