imname	RA	DEC	EXPTIME
N20140422Q51F201V1	14:52:38	-07:53:49	40
N20140422Q51F202V1	14:52:37	-09:50:13	40
N20140422Q51F203V1	14:59:07	-10:49:25	40
N20140422Q51F204V1	14:59:05	-08:51:01	40
N20140422Q51F201V2	14:52:38	-07:53:49	40
N20140422Q51F202V2	14:52:37	-09:50:13	40
N20140422Q51F203V2	14:59:07	-10:49:25	40
N20140422Q51F204V2	14:59:05	-08:51:01	40
N20140422Q51F201V3	14:52:38	-07:53:49	40
N20140422Q51F202V3	14:52:37	-09:50:13	40
N20140422Q51F203V3	14:59:07	-10:49:25	40
N20140422Q51F204V3	14:59:05	-08:51:01	40
N20140422Q51F201V4	14:52:38	-07:53:49	40
N20140422Q51F202V4	14:52:37	-09:50:13	40
N20140422Q51F203V4	14:59:07	-10:49:25	40
N20140422Q51F204V4	14:59:05	-08:51:01	40
N20140422Q51F201V5	14:52:38	-07:53:49	40
N20140422Q51F202V5	14:52:37	-09:50:13	40
N20140422Q51F203V5	14:59:07	-10:49:25	40
N20140422Q51F204V5	14:59:05	-08:51:01	40
SLEW_QX_QY	14:59:05	-08:51:01	60
