imname	RA	DEC	EXPTIME
N20140422Q4F13V1	13:37:45	-11:33:01	40
N20140422Q4F14V1	13:37:43	-13:31:25	40
N20140422Q4F15V1	13:44:18	-14:30:37	40
N20140422Q4F16V1	13:44:17	-12:32:13	40
N20140422Q4F13V2	13:37:45	-11:33:01	40
N20140422Q4F14V2	13:37:43	-13:31:25	40
N20140422Q4F15V2	13:44:18	-14:30:37	40
N20140422Q4F16V2	13:44:17	-12:32:13	40
N20140422Q4F13V3	13:37:45	-11:33:01	40
N20140422Q4F14V3	13:37:43	-13:31:25	40
N20140422Q4F15V3	13:44:18	-14:30:37	40
N20140422Q4F16V3	13:44:17	-12:32:13	40
N20140422Q4F13V4	13:37:45	-11:33:01	40
N20140422Q4F14V4	13:37:43	-13:31:25	40
N20140422Q4F15V4	13:44:18	-14:30:37	40
N20140422Q4F16V4	13:44:17	-12:32:13	40
N20140422Q4F13V5	13:37:45	-11:33:01	40
N20140422Q4F14V5	13:37:43	-13:31:25	40
N20140422Q4F15V5	13:44:18	-14:30:37	40
N20140422Q4F16V5	13:44:17	-12:32:13	40
SLEW_QX_QY	13:44:17	-12:32:13	60
