imname	RA	DEC	EXPTIME
N20140422Q32F125V1	14:14:27	-26:17:49	40
N20140422Q32F126V1	14:14:23	-28:14:13	40
N20140422Q32F127V1	14:21:40	-29:13:25	40
N20140422Q32F128V1	14:21:36	-27:15:01	40
N20140422Q32F125V2	14:14:27	-26:17:49	40
N20140422Q32F126V2	14:14:23	-28:14:13	40
N20140422Q32F127V2	14:21:40	-29:13:25	40
N20140422Q32F128V2	14:21:36	-27:15:01	40
N20140422Q32F125V3	14:14:27	-26:17:49	40
N20140422Q32F126V3	14:14:23	-28:14:13	40
N20140422Q32F127V3	14:21:40	-29:13:25	40
N20140422Q32F128V3	14:21:36	-27:15:01	40
N20140422Q32F125V4	14:14:27	-26:17:49	40
N20140422Q32F126V4	14:14:23	-28:14:13	40
N20140422Q32F127V4	14:21:40	-29:13:25	40
N20140422Q32F128V4	14:21:36	-27:15:01	40
N20140422Q32F125V5	14:14:27	-26:17:49	40
N20140422Q32F126V5	14:14:23	-28:14:13	40
N20140422Q32F127V5	14:21:40	-29:13:25	40
N20140422Q32F128V5	14:21:36	-27:15:01	40
SLEW_QX_QY	14:21:36	-27:15:01	60
