imname	RA	DEC	EXPTIME
N20140422Q57F225V1	15:04:33	-00:31:25	40
N20140422Q57F226V1	15:04:33	-02:29:49	40
N20140422Q57F227V1	15:10:57	-03:27:01	40
N20140422Q57F228V1	15:10:56	-01:30:37	40
N20140422Q57F225V2	15:04:33	-00:31:25	40
N20140422Q57F226V2	15:04:33	-02:29:49	40
N20140422Q57F227V2	15:10:57	-03:27:01	40
N20140422Q57F228V2	15:10:56	-01:30:37	40
N20140422Q57F225V3	15:04:33	-00:31:25	40
N20140422Q57F226V3	15:04:33	-02:29:49	40
N20140422Q57F227V3	15:10:57	-03:27:01	40
N20140422Q57F228V3	15:10:56	-01:30:37	40
N20140422Q57F225V4	15:04:33	-00:31:25	40
N20140422Q57F226V4	15:04:33	-02:29:49	40
N20140422Q57F227V4	15:10:57	-03:27:01	40
N20140422Q57F228V4	15:10:56	-01:30:37	40
N20140422Q57F225V5	15:04:33	-00:31:25	40
N20140422Q57F226V5	15:04:33	-02:29:49	40
N20140422Q57F227V5	15:10:57	-03:27:01	40
N20140422Q57F228V5	15:10:56	-01:30:37	40
SLEW_QX_QY	15:10:56	-01:30:37	60
