imname	RA	DEC	EXPTIME
N20140422Q26F101V1	14:15:33	-04:12:37	40
N20140422Q26F102V1	14:15:32	-06:09:01	40
N20140422Q26F103V1	14:21:58	-07:08:13	40
N20140422Q26F104V1	14:21:57	-05:11:49	40
N20140422Q26F101V2	14:15:33	-04:12:37	40
N20140422Q26F102V2	14:15:32	-06:09:01	40
N20140422Q26F103V2	14:21:58	-07:08:13	40
N20140422Q26F104V2	14:21:57	-05:11:49	40
N20140422Q26F101V3	14:15:33	-04:12:37	40
N20140422Q26F102V3	14:15:32	-06:09:01	40
N20140422Q26F103V3	14:21:58	-07:08:13	40
N20140422Q26F104V3	14:21:57	-05:11:49	40
N20140422Q26F101V4	14:15:33	-04:12:37	40
N20140422Q26F102V4	14:15:32	-06:09:01	40
N20140422Q26F103V4	14:21:58	-07:08:13	40
N20140422Q26F104V4	14:21:57	-05:11:49	40
N20140422Q26F101V5	14:15:33	-04:12:37	40
N20140422Q26F102V5	14:15:32	-06:09:01	40
N20140422Q26F103V5	14:21:58	-07:08:13	40
N20140422Q26F104V5	14:21:57	-05:11:49	40
SLEW_QX_QY	14:21:57	-05:11:49	60
