imname	RA	DEC	EXPTIME
N20140422Q23F89V1	14:01:24	-22:36:37	40
N20140422Q23F90V1	14:01:21	-24:33:01	40
N20140422Q23F91V1	14:08:24	-25:32:13	40
N20140422Q23F92V1	14:08:21	-23:35:49	40
N20140422Q23F89V2	14:01:24	-22:36:37	40
N20140422Q23F90V2	14:01:21	-24:33:01	40
N20140422Q23F91V2	14:08:24	-25:32:13	40
N20140422Q23F92V2	14:08:21	-23:35:49	40
N20140422Q23F89V3	14:01:24	-22:36:37	40
N20140422Q23F90V3	14:01:21	-24:33:01	40
N20140422Q23F91V3	14:08:24	-25:32:13	40
N20140422Q23F92V3	14:08:21	-23:35:49	40
N20140422Q23F89V4	14:01:24	-22:36:37	40
N20140422Q23F90V4	14:01:21	-24:33:01	40
N20140422Q23F91V4	14:08:24	-25:32:13	40
N20140422Q23F92V4	14:08:21	-23:35:49	40
N20140422Q23F89V5	14:01:24	-22:36:37	40
N20140422Q23F90V5	14:01:21	-24:33:01	40
N20140422Q23F91V5	14:08:24	-25:32:13	40
N20140422Q23F92V5	14:08:21	-23:35:49	40
SLEW_QX_QY	14:08:21	-23:35:49	60
