imname	RA	DEC	EXPTIME
N20140422Q58F229V1	15:04:42	-04:12:37	40
N20140422Q58F230V1	15:04:42	-06:09:01	40
N20140422Q58F231V1	15:11:07	-07:08:13	40
N20140422Q58F232V1	15:11:07	-05:11:49	40
N20140422Q58F229V2	15:04:42	-04:12:37	40
N20140422Q58F230V2	15:04:42	-06:09:01	40
N20140422Q58F231V2	15:11:07	-07:08:13	40
N20140422Q58F232V2	15:11:07	-05:11:49	40
N20140422Q58F229V3	15:04:42	-04:12:37	40
N20140422Q58F230V3	15:04:42	-06:09:01	40
N20140422Q58F231V3	15:11:07	-07:08:13	40
N20140422Q58F232V3	15:11:07	-05:11:49	40
N20140422Q58F229V4	15:04:42	-04:12:37	40
N20140422Q58F230V4	15:04:42	-06:09:01	40
N20140422Q58F231V4	15:11:07	-07:08:13	40
N20140422Q58F232V4	15:11:07	-05:11:49	40
N20140422Q58F229V5	15:04:42	-04:12:37	40
N20140422Q58F230V5	15:04:42	-06:09:01	40
N20140422Q58F231V5	15:11:07	-07:08:13	40
N20140422Q58F232V5	15:11:07	-05:11:49	40
SLEW_QX_QY	15:11:07	-05:11:49	60
