imname	RA	DEC	EXPTIME
N20140422Q22F85V1	14:02:00	-18:55:25	40
N20140422Q22F86V1	14:01:57	-20:53:49	40
N20140422Q22F87V1	14:08:48	-21:51:01	40
N20140422Q22F88V1	14:08:46	-19:54:37	40
N20140422Q22F85V2	14:02:00	-18:55:25	40
N20140422Q22F86V2	14:01:57	-20:53:49	40
N20140422Q22F87V2	14:08:48	-21:51:01	40
N20140422Q22F88V2	14:08:46	-19:54:37	40
N20140422Q22F85V3	14:02:00	-18:55:25	40
N20140422Q22F86V3	14:01:57	-20:53:49	40
N20140422Q22F87V3	14:08:48	-21:51:01	40
N20140422Q22F88V3	14:08:46	-19:54:37	40
N20140422Q22F85V4	14:02:00	-18:55:25	40
N20140422Q22F86V4	14:01:57	-20:53:49	40
N20140422Q22F87V4	14:08:48	-21:51:01	40
N20140422Q22F88V4	14:08:46	-19:54:37	40
N20140422Q22F85V5	14:02:00	-18:55:25	40
N20140422Q22F86V5	14:01:57	-20:53:49	40
N20140422Q22F87V5	14:08:48	-21:51:01	40
N20140422Q22F88V5	14:08:46	-19:54:37	40
SLEW_QX_QY	14:08:46	-19:54:37	60
