imname	RA	DEC	EXPTIME
N20140422Q37F145V1	14:27:57	-15:14:13	40
N20140422Q37F146V1	14:27:55	-17:12:37	40
N20140422Q37F147V1	14:34:37	-18:11:49	40
N20140422Q37F148V1	14:34:35	-16:13:25	40
N20140422Q37F145V2	14:27:57	-15:14:13	40
N20140422Q37F146V2	14:27:55	-17:12:37	40
N20140422Q37F147V2	14:34:37	-18:11:49	40
N20140422Q37F148V2	14:34:35	-16:13:25	40
N20140422Q37F145V3	14:27:57	-15:14:13	40
N20140422Q37F146V3	14:27:55	-17:12:37	40
N20140422Q37F147V3	14:34:37	-18:11:49	40
N20140422Q37F148V3	14:34:35	-16:13:25	40
N20140422Q37F145V4	14:27:57	-15:14:13	40
N20140422Q37F146V4	14:27:55	-17:12:37	40
N20140422Q37F147V4	14:34:37	-18:11:49	40
N20140422Q37F148V4	14:34:35	-16:13:25	40
N20140422Q37F145V5	14:27:57	-15:14:13	40
N20140422Q37F146V5	14:27:55	-17:12:37	40
N20140422Q37F147V5	14:34:37	-18:11:49	40
N20140422Q37F148V5	14:34:35	-16:13:25	40
SLEW_QX_QY	14:34:35	-16:13:25	60
