imname	RA	DEC	EXPTIME
N20140422Q10F37V1	13:50:58	-04:12:37	40
N20140422Q10F38V1	13:50:57	-06:09:01	40
N20140422Q10F39V1	13:57:23	-07:08:13	40
N20140422Q10F40V1	13:57:22	-05:11:49	40
N20140422Q10F37V2	13:50:58	-04:12:37	40
N20140422Q10F38V2	13:50:57	-06:09:01	40
N20140422Q10F39V2	13:57:23	-07:08:13	40
N20140422Q10F40V2	13:57:22	-05:11:49	40
N20140422Q10F37V3	13:50:58	-04:12:37	40
N20140422Q10F38V3	13:50:57	-06:09:01	40
N20140422Q10F39V3	13:57:23	-07:08:13	40
N20140422Q10F40V3	13:57:22	-05:11:49	40
N20140422Q10F37V4	13:50:58	-04:12:37	40
N20140422Q10F38V4	13:50:57	-06:09:01	40
N20140422Q10F39V4	13:57:23	-07:08:13	40
N20140422Q10F40V4	13:57:22	-05:11:49	40
N20140422Q10F37V5	13:50:58	-04:12:37	40
N20140422Q10F38V5	13:50:57	-06:09:01	40
N20140422Q10F39V5	13:57:23	-07:08:13	40
N20140422Q10F40V5	13:57:22	-05:11:49	40
SLEW_QX_QY	13:57:22	-05:11:49	60
