imname	RA	DEC	EXPTIME
N20140422F21V1	13:55:58	-01:20:09	40
N20140422F22V1	13:55:58	-03:18:33	40
N20140422F23V1	14:02:22	-04:17:45	40
N20140422F24V1	14:02:21	-02:19:21	40
N20140422F21V2	13:55:58	-01:20:09	40
N20140422F22V2	13:55:58	-03:18:33	40
N20140422F23V2	14:02:22	-04:17:45	40
N20140422F24V2	14:02:21	-02:19:21	40
N20140422F21V3	13:55:58	-01:20:09	40
N20140422F22V3	13:55:58	-03:18:33	40
N20140422F23V3	14:02:22	-04:17:45	40
N20140422F24V3	14:02:21	-02:19:21	40
N20140422F21V4	13:55:58	-01:20:09	40
N20140422F22V4	13:55:58	-03:18:33	40
N20140422F23V4	14:02:22	-04:17:45	40
N20140422F24V4	14:02:21	-02:19:21	40
N20140422F21V5	13:55:58	-01:20:09	40
N20140422F22V5	13:55:58	-03:18:33	40
N20140422F23V5	14:02:22	-04:17:45	40
N20140422F24V5	14:02:21	-02:19:21	40
SLEW_QX_QY	14:02:21	-02:19:21	60
