imname	RA	DEC	EXPTIME
N20140422Q12F45V1	13:50:17	-11:33:01	40
N20140422Q12F46V1	13:50:16	-13:31:25	40
N20140422Q12F47V1	13:56:51	-14:30:37	40
N20140422Q12F48V1	13:56:49	-12:32:13	40
N20140422Q12F45V2	13:50:17	-11:33:01	40
N20140422Q12F46V2	13:50:16	-13:31:25	40
N20140422Q12F47V2	13:56:51	-14:30:37	40
N20140422Q12F48V2	13:56:49	-12:32:13	40
N20140422Q12F45V3	13:50:17	-11:33:01	40
N20140422Q12F46V3	13:50:16	-13:31:25	40
N20140422Q12F47V3	13:56:51	-14:30:37	40
N20140422Q12F48V3	13:56:49	-12:32:13	40
N20140422Q12F45V4	13:50:17	-11:33:01	40
N20140422Q12F46V4	13:50:16	-13:31:25	40
N20140422Q12F47V4	13:56:51	-14:30:37	40
N20140422Q12F48V4	13:56:49	-12:32:13	40
N20140422Q12F45V5	13:50:17	-11:33:01	40
N20140422Q12F46V5	13:50:16	-13:31:25	40
N20140422Q12F47V5	13:56:51	-14:30:37	40
N20140422Q12F48V5	13:56:49	-12:32:13	40
SLEW_QX_QY	13:56:49	-12:32:13	60
