imname	RA	DEC	EXPTIME
N20140422Q9F33V1	13:51:05	-00:31:25	40
N20140422Q9F34V1	13:51:05	-02:29:49	40
N20140422Q9F35V1	13:57:29	-03:27:01	40
N20140422Q9F36V1	13:57:28	-01:30:37	40
N20140422Q9F33V2	13:51:05	-00:31:25	40
N20140422Q9F34V2	13:51:05	-02:29:49	40
N20140422Q9F35V2	13:57:29	-03:27:01	40
N20140422Q9F36V2	13:57:28	-01:30:37	40
N20140422Q9F33V3	13:51:05	-00:31:25	40
N20140422Q9F34V3	13:51:05	-02:29:49	40
N20140422Q9F35V3	13:57:29	-03:27:01	40
N20140422Q9F36V3	13:57:28	-01:30:37	40
N20140422Q9F33V4	13:51:05	-00:31:25	40
N20140422Q9F34V4	13:51:05	-02:29:49	40
N20140422Q9F35V4	13:57:29	-03:27:01	40
N20140422Q9F36V4	13:57:28	-01:30:37	40
N20140422Q9F33V5	13:51:05	-00:31:25	40
N20140422Q9F34V5	13:51:05	-02:29:49	40
N20140422Q9F35V5	13:57:29	-03:27:01	40
N20140422Q9F36V5	13:57:28	-01:30:37	40
SLEW_QX_QY	13:57:28	-01:30:37	60
