imname	RA	DEC	EXPTIME
N20140422Q7F25V1	13:34:42	-22:36:37	40
N20140422Q7F26V1	13:34:39	-24:33:01	40
N20140422Q7F27V1	13:41:41	-25:32:13	40
N20140422Q7F28V1	13:41:38	-23:35:49	40
N20140422Q7F25V2	13:34:42	-22:36:37	40
N20140422Q7F26V2	13:34:39	-24:33:01	40
N20140422Q7F27V2	13:41:41	-25:32:13	40
N20140422Q7F28V2	13:41:38	-23:35:49	40
N20140422Q7F25V3	13:34:42	-22:36:37	40
N20140422Q7F26V3	13:34:39	-24:33:01	40
N20140422Q7F27V3	13:41:41	-25:32:13	40
N20140422Q7F28V3	13:41:38	-23:35:49	40
N20140422Q7F25V4	13:34:42	-22:36:37	40
N20140422Q7F26V4	13:34:39	-24:33:01	40
N20140422Q7F27V4	13:41:41	-25:32:13	40
N20140422Q7F28V4	13:41:38	-23:35:49	40
N20140422Q7F25V5	13:34:42	-22:36:37	40
N20140422Q7F26V5	13:34:39	-24:33:01	40
N20140422Q7F27V5	13:41:41	-25:32:13	40
N20140422Q7F28V5	13:41:38	-23:35:49	40
SLEW_QX_QY	13:41:38	-23:35:49	60
