imname	RA	DEC	EXPTIME
N20140422Q40F157V1	14:28:13	-26:17:49	40
N20140422Q40F158V1	14:28:09	-28:14:13	40
N20140422Q40F159V1	14:35:26	-29:13:25	40
N20140422Q40F160V1	14:35:22	-27:15:01	40
N20140422Q40F157V2	14:28:13	-26:17:49	40
N20140422Q40F158V2	14:28:09	-28:14:13	40
N20140422Q40F159V2	14:35:26	-29:13:25	40
N20140422Q40F160V2	14:35:22	-27:15:01	40
N20140422Q40F157V3	14:28:13	-26:17:49	40
N20140422Q40F158V3	14:28:09	-28:14:13	40
N20140422Q40F159V3	14:35:26	-29:13:25	40
N20140422Q40F160V3	14:35:22	-27:15:01	40
N20140422Q40F157V4	14:28:13	-26:17:49	40
N20140422Q40F158V4	14:28:09	-28:14:13	40
N20140422Q40F159V4	14:35:26	-29:13:25	40
N20140422Q40F160V4	14:35:22	-27:15:01	40
N20140422Q40F157V5	14:28:13	-26:17:49	40
N20140422Q40F158V5	14:28:09	-28:14:13	40
N20140422Q40F159V5	14:35:26	-29:13:25	40
N20140422Q40F160V5	14:35:22	-27:15:01	40
SLEW_QX_QY	14:35:22	-27:15:01	60
