imname	RA	DEC	EXPTIME
N20140422F17V1	13:42:54	-16:04:57	40
N20140422F18V1	13:42:52	-18:01:21	40
N20140422F19V1	13:49:36	-18:60:33	40
N20140422F20V1	13:49:34	-17:02:09	40
N20140422F17V2	13:42:54	-16:04:57	40
N20140422F18V2	13:42:52	-18:01:21	40
N20140422F19V2	13:49:36	-18:60:33	40
N20140422F20V2	13:49:34	-17:02:09	40
N20140422F17V3	13:42:54	-16:04:57	40
N20140422F18V3	13:42:52	-18:01:21	40
N20140422F19V3	13:49:36	-18:60:33	40
N20140422F20V3	13:49:34	-17:02:09	40
N20140422F17V4	13:42:54	-16:04:57	40
N20140422F18V4	13:42:52	-18:01:21	40
N20140422F19V4	13:49:36	-18:60:33	40
N20140422F20V4	13:49:34	-17:02:09	40
N20140422F17V5	13:42:54	-16:04:57	40
N20140422F18V5	13:42:52	-18:01:21	40
N20140422F19V5	13:49:36	-18:60:33	40
N20140422F20V5	13:49:34	-17:02:09	40
SLEW_QX_QY	13:49:34	-17:02:09	60
