imname	RA	DEC	EXPTIME
N20140422Q30F117V1	14:15:01	-18:55:25	40
N20140422Q30F118V1	14:14:58	-20:53:49	40
N20140422Q30F119V1	14:21:49	-21:51:01	40
N20140422Q30F120V1	14:21:47	-19:54:37	40
N20140422Q30F117V2	14:15:01	-18:55:25	40
N20140422Q30F118V2	14:14:58	-20:53:49	40
N20140422Q30F119V2	14:21:49	-21:51:01	40
N20140422Q30F120V2	14:21:47	-19:54:37	40
N20140422Q30F117V3	14:15:01	-18:55:25	40
N20140422Q30F118V3	14:14:58	-20:53:49	40
N20140422Q30F119V3	14:21:49	-21:51:01	40
N20140422Q30F120V3	14:21:47	-19:54:37	40
N20140422Q30F117V4	14:15:01	-18:55:25	40
N20140422Q30F118V4	14:14:58	-20:53:49	40
N20140422Q30F119V4	14:21:49	-21:51:01	40
N20140422Q30F120V4	14:21:47	-19:54:37	40
N20140422Q30F117V5	14:15:01	-18:55:25	40
N20140422Q30F118V5	14:14:58	-20:53:49	40
N20140422Q30F119V5	14:21:49	-21:51:01	40
N20140422Q30F120V5	14:21:47	-19:54:37	40
SLEW_QX_QY	14:21:47	-19:54:37	60
