imname	RA	DEC	EXPTIME
N20140422Q54F213V1	14:54:04	-18:55:25	40
N20140422Q54F214V1	14:54:01	-20:53:49	40
N20140422Q54F215V1	15:00:52	-21:51:01	40
N20140422Q54F216V1	15:00:50	-19:54:37	40
N20140422Q54F213V2	14:54:04	-18:55:25	40
N20140422Q54F214V2	14:54:01	-20:53:49	40
N20140422Q54F215V2	15:00:52	-21:51:01	40
N20140422Q54F216V2	15:00:50	-19:54:37	40
N20140422Q54F213V3	14:54:04	-18:55:25	40
N20140422Q54F214V3	14:54:01	-20:53:49	40
N20140422Q54F215V3	15:00:52	-21:51:01	40
N20140422Q54F216V3	15:00:50	-19:54:37	40
N20140422Q54F213V4	14:54:04	-18:55:25	40
N20140422Q54F214V4	14:54:01	-20:53:49	40
N20140422Q54F215V4	15:00:52	-21:51:01	40
N20140422Q54F216V4	15:00:50	-19:54:37	40
N20140422Q54F213V5	14:54:04	-18:55:25	40
N20140422Q54F214V5	14:54:01	-20:53:49	40
N20140422Q54F215V5	15:00:52	-21:51:01	40
N20140422Q54F216V5	15:00:50	-19:54:37	40
SLEW_QX_QY	15:00:50	-19:54:37	60
