imname	RA	DEC	EXPTIME
N20140422F57V1	14:08:30	-16:04:57	40
N20140422F58V1	14:08:28	-18:01:21	40
N20140422F59V1	14:15:12	-18:60:33	40
N20140422F60V1	14:15:10	-17:02:09	40
N20140422F57V2	14:08:30	-16:04:57	40
N20140422F58V2	14:08:28	-18:01:21	40
N20140422F59V2	14:15:12	-18:60:33	40
N20140422F60V2	14:15:10	-17:02:09	40
N20140422F57V3	14:08:30	-16:04:57	40
N20140422F58V3	14:08:28	-18:01:21	40
N20140422F59V3	14:15:12	-18:60:33	40
N20140422F60V3	14:15:10	-17:02:09	40
N20140422F57V4	14:08:30	-16:04:57	40
N20140422F58V4	14:08:28	-18:01:21	40
N20140422F59V4	14:15:12	-18:60:33	40
N20140422F60V4	14:15:10	-17:02:09	40
N20140422F57V5	14:08:30	-16:04:57	40
N20140422F58V5	14:08:28	-18:01:21	40
N20140422F59V5	14:15:12	-18:60:33	40
N20140422F60V5	14:15:10	-17:02:09	40
SLEW_QX_QY	14:15:10	-17:02:09	60
