imname	RA	DEC	EXPTIME
N20140422Q33F129V1	14:27:49	-00:31:25	40
N20140422Q33F130V1	14:27:49	-02:29:49	40
N20140422Q33F131V1	14:34:13	-03:27:01	40
N20140422Q33F132V1	14:34:12	-01:30:37	40
N20140422Q33F129V2	14:27:49	-00:31:25	40
N20140422Q33F130V2	14:27:49	-02:29:49	40
N20140422Q33F131V2	14:34:13	-03:27:01	40
N20140422Q33F132V2	14:34:12	-01:30:37	40
N20140422Q33F129V3	14:27:49	-00:31:25	40
N20140422Q33F130V3	14:27:49	-02:29:49	40
N20140422Q33F131V3	14:34:13	-03:27:01	40
N20140422Q33F132V3	14:34:12	-01:30:37	40
N20140422Q33F129V4	14:27:49	-00:31:25	40
N20140422Q33F130V4	14:27:49	-02:29:49	40
N20140422Q33F131V4	14:34:13	-03:27:01	40
N20140422Q33F132V4	14:34:12	-01:30:37	40
N20140422Q33F129V5	14:27:49	-00:31:25	40
N20140422Q33F130V5	14:27:49	-02:29:49	40
N20140422Q33F131V5	14:34:13	-03:27:01	40
N20140422Q33F132V5	14:34:12	-01:30:37	40
SLEW_QX_QY	14:34:12	-01:30:37	60
