imname	RA	DEC	EXPTIME
N20140422Q31F121V1	14:14:45	-22:36:37	40
N20140422Q31F122V1	14:14:42	-24:33:01	40
N20140422Q31F123V1	14:21:45	-25:32:13	40
N20140422Q31F124V1	14:21:42	-23:35:49	40
N20140422Q31F121V2	14:14:45	-22:36:37	40
N20140422Q31F122V2	14:14:42	-24:33:01	40
N20140422Q31F123V2	14:21:45	-25:32:13	40
N20140422Q31F124V2	14:21:42	-23:35:49	40
N20140422Q31F121V3	14:14:45	-22:36:37	40
N20140422Q31F122V3	14:14:42	-24:33:01	40
N20140422Q31F123V3	14:21:45	-25:32:13	40
N20140422Q31F124V3	14:21:42	-23:35:49	40
N20140422Q31F121V4	14:14:45	-22:36:37	40
N20140422Q31F122V4	14:14:42	-24:33:01	40
N20140422Q31F123V4	14:21:45	-25:32:13	40
N20140422Q31F124V4	14:21:42	-23:35:49	40
N20140422Q31F121V5	14:14:45	-22:36:37	40
N20140422Q31F122V5	14:14:42	-24:33:01	40
N20140422Q31F123V5	14:21:45	-25:32:13	40
N20140422Q31F124V5	14:21:42	-23:35:49	40
SLEW_QX_QY	14:21:42	-23:35:49	60
