imname	RA	DEC	EXPTIME
N20140422Q49F193V1	14:52:19	-00:31:25	40
N20140422Q49F194V1	14:52:18	-02:29:49	40
N20140422Q49F195V1	14:58:42	-03:27:01	40
N20140422Q49F196V1	14:58:42	-01:30:37	40
N20140422Q49F193V2	14:52:19	-00:31:25	40
N20140422Q49F194V2	14:52:18	-02:29:49	40
N20140422Q49F195V2	14:58:42	-03:27:01	40
N20140422Q49F196V2	14:58:42	-01:30:37	40
N20140422Q49F193V3	14:52:19	-00:31:25	40
N20140422Q49F194V3	14:52:18	-02:29:49	40
N20140422Q49F195V3	14:58:42	-03:27:01	40
N20140422Q49F196V3	14:58:42	-01:30:37	40
N20140422Q49F193V4	14:52:19	-00:31:25	40
N20140422Q49F194V4	14:52:18	-02:29:49	40
N20140422Q49F195V4	14:58:42	-03:27:01	40
N20140422Q49F196V4	14:58:42	-01:30:37	40
N20140422Q49F193V5	14:52:19	-00:31:25	40
N20140422Q49F194V5	14:52:18	-02:29:49	40
N20140422Q49F195V5	14:58:42	-03:27:01	40
N20140422Q49F196V5	14:58:42	-01:30:37	40
SLEW_QX_QY	14:58:42	-01:30:37	60
