imname	RA	DEC	EXPTIME
N20140422Q50F197V1	14:52:25	-04:12:37	40
N20140422Q50F198V1	14:52:24	-06:09:01	40
N20140422Q50F199V1	14:58:50	-07:08:13	40
N20140422Q50F200V1	14:58:49	-05:11:49	40
N20140422Q50F197V2	14:52:25	-04:12:37	40
N20140422Q50F198V2	14:52:24	-06:09:01	40
N20140422Q50F199V2	14:58:50	-07:08:13	40
N20140422Q50F200V2	14:58:49	-05:11:49	40
N20140422Q50F197V3	14:52:25	-04:12:37	40
N20140422Q50F198V3	14:52:24	-06:09:01	40
N20140422Q50F199V3	14:58:50	-07:08:13	40
N20140422Q50F200V3	14:58:49	-05:11:49	40
N20140422Q50F197V4	14:52:25	-04:12:37	40
N20140422Q50F198V4	14:52:24	-06:09:01	40
N20140422Q50F199V4	14:58:50	-07:08:13	40
N20140422Q50F200V4	14:58:49	-05:11:49	40
N20140422Q50F197V5	14:52:25	-04:12:37	40
N20140422Q50F198V5	14:52:24	-06:09:01	40
N20140422Q50F199V5	14:58:50	-07:08:13	40
N20140422Q50F200V5	14:58:49	-05:11:49	40
SLEW_QX_QY	14:58:49	-05:11:49	60
