imname	RA	DEC	EXPTIME
N20140422F53V1	14:08:24	-12:23:45	40
N20140422F54V1	14:08:22	-14:20:09	40
N20140422F55V1	14:14:58	-15:19:21	40
N20140422F56V1	14:14:56	-13:22:57	40
N20140422F53V2	14:08:24	-12:23:45	40
N20140422F54V2	14:08:22	-14:20:09	40
N20140422F55V2	14:14:58	-15:19:21	40
N20140422F56V2	14:14:56	-13:22:57	40
N20140422F53V3	14:08:24	-12:23:45	40
N20140422F54V3	14:08:22	-14:20:09	40
N20140422F55V3	14:14:58	-15:19:21	40
N20140422F56V3	14:14:56	-13:22:57	40
N20140422F53V4	14:08:24	-12:23:45	40
N20140422F54V4	14:08:22	-14:20:09	40
N20140422F55V4	14:14:58	-15:19:21	40
N20140422F56V4	14:14:56	-13:22:57	40
N20140422F53V5	14:08:24	-12:23:45	40
N20140422F54V5	14:08:22	-14:20:09	40
N20140422F55V5	14:14:58	-15:19:21	40
N20140422F56V5	14:14:56	-13:22:57	40
SLEW_QX_QY	14:14:56	-13:22:57	60
