imname	RA	DEC	EXPTIME
N20140422Q56F221V1	14:55:45	-26:17:49	40
N20140422Q56F222V1	14:55:41	-28:14:13	40
N20140422Q56F223V1	15:02:58	-29:13:25	40
N20140422Q56F224V1	15:02:54	-27:15:01	40
N20140422Q56F221V2	14:55:45	-26:17:49	40
N20140422Q56F222V2	14:55:41	-28:14:13	40
N20140422Q56F223V2	15:02:58	-29:13:25	40
N20140422Q56F224V2	15:02:54	-27:15:01	40
N20140422Q56F221V3	14:55:45	-26:17:49	40
N20140422Q56F222V3	14:55:41	-28:14:13	40
N20140422Q56F223V3	15:02:58	-29:13:25	40
N20140422Q56F224V3	15:02:54	-27:15:01	40
N20140422Q56F221V4	14:55:45	-26:17:49	40
N20140422Q56F222V4	14:55:41	-28:14:13	40
N20140422Q56F223V4	15:02:58	-29:13:25	40
N20140422Q56F224V4	15:02:54	-27:15:01	40
N20140422Q56F221V5	14:55:45	-26:17:49	40
N20140422Q56F222V5	14:55:41	-28:14:13	40
N20140422Q56F223V5	15:02:58	-29:13:25	40
N20140422Q56F224V5	15:02:54	-27:15:01	40
SLEW_QX_QY	15:02:54	-27:15:01	60
