imname	RA	DEC	EXPTIME
N20140422Q59F233V1	15:05:02	-07:53:49	40
N20140422Q59F234V1	15:05:00	-09:50:13	40
N20140422Q59F235V1	15:11:30	-10:49:25	40
N20140422Q59F236V1	15:11:29	-08:51:01	40
N20140422Q59F233V2	15:05:02	-07:53:49	40
N20140422Q59F234V2	15:05:00	-09:50:13	40
N20140422Q59F235V2	15:11:30	-10:49:25	40
N20140422Q59F236V2	15:11:29	-08:51:01	40
N20140422Q59F233V3	15:05:02	-07:53:49	40
N20140422Q59F234V3	15:05:00	-09:50:13	40
N20140422Q59F235V3	15:11:30	-10:49:25	40
N20140422Q59F236V3	15:11:29	-08:51:01	40
N20140422Q59F233V4	15:05:02	-07:53:49	40
N20140422Q59F234V4	15:05:00	-09:50:13	40
N20140422Q59F235V4	15:11:30	-10:49:25	40
N20140422Q59F236V4	15:11:29	-08:51:01	40
N20140422Q59F233V5	15:05:02	-07:53:49	40
N20140422Q59F234V5	15:05:00	-09:50:13	40
N20140422Q59F235V5	15:11:30	-10:49:25	40
N20140422Q59F236V5	15:11:29	-08:51:01	40
SLEW_QX_QY	15:11:29	-08:51:01	60
