imname	RA	DEC	EXPTIME
N20140422Q13F49V1	13:49:43	-15:14:13	40
N20140422Q13F50V1	13:49:41	-17:12:37	40
N20140422Q13F51V1	13:56:23	-18:11:49	40
N20140422Q13F52V1	13:56:21	-16:13:25	40
N20140422Q13F49V2	13:49:43	-15:14:13	40
N20140422Q13F50V2	13:49:41	-17:12:37	40
N20140422Q13F51V2	13:56:23	-18:11:49	40
N20140422Q13F52V2	13:56:21	-16:13:25	40
N20140422Q13F49V3	13:49:43	-15:14:13	40
N20140422Q13F50V3	13:49:41	-17:12:37	40
N20140422Q13F51V3	13:56:23	-18:11:49	40
N20140422Q13F52V3	13:56:21	-16:13:25	40
N20140422Q13F49V4	13:49:43	-15:14:13	40
N20140422Q13F50V4	13:49:41	-17:12:37	40
N20140422Q13F51V4	13:56:23	-18:11:49	40
N20140422Q13F52V4	13:56:21	-16:13:25	40
N20140422Q13F49V5	13:49:43	-15:14:13	40
N20140422Q13F50V5	13:49:41	-17:12:37	40
N20140422Q13F51V5	13:56:23	-18:11:49	40
N20140422Q13F52V5	13:56:21	-16:13:25	40
SLEW_QX_QY	13:56:21	-16:13:25	60
