imname	RA	DEC	EXPTIME
N20140422Q24F93V1	14:00:41	-26:17:49	40
N20140422Q24F94V1	14:00:37	-28:14:13	40
N20140422Q24F95V1	14:07:54	-29:13:25	40
N20140422Q24F96V1	14:07:50	-27:15:01	40
N20140422Q24F93V2	14:00:41	-26:17:49	40
N20140422Q24F94V2	14:00:37	-28:14:13	40
N20140422Q24F95V2	14:07:54	-29:13:25	40
N20140422Q24F96V2	14:07:50	-27:15:01	40
N20140422Q24F93V3	14:00:41	-26:17:49	40
N20140422Q24F94V3	14:00:37	-28:14:13	40
N20140422Q24F95V3	14:07:54	-29:13:25	40
N20140422Q24F96V3	14:07:50	-27:15:01	40
N20140422Q24F93V4	14:00:41	-26:17:49	40
N20140422Q24F94V4	14:00:37	-28:14:13	40
N20140422Q24F95V4	14:07:54	-29:13:25	40
N20140422Q24F96V4	14:07:50	-27:15:01	40
N20140422Q24F93V5	14:00:41	-26:17:49	40
N20140422Q24F94V5	14:00:37	-28:14:13	40
N20140422Q24F95V5	14:07:54	-29:13:25	40
N20140422Q24F96V5	14:07:50	-27:15:01	40
SLEW_QX_QY	14:07:50	-27:15:01	60
