imname	RA	DEC	EXPTIME
N20140422Q5F17V1	13:36:58	-15:14:13	40
N20140422Q5F18V1	13:36:56	-17:12:37	40
N20140422Q5F19V1	13:43:38	-18:11:49	40
N20140422Q5F20V1	13:43:36	-16:13:25	40
N20140422Q5F17V2	13:36:58	-15:14:13	40
N20140422Q5F18V2	13:36:56	-17:12:37	40
N20140422Q5F19V2	13:43:38	-18:11:49	40
N20140422Q5F20V2	13:43:36	-16:13:25	40
N20140422Q5F17V3	13:36:58	-15:14:13	40
N20140422Q5F18V3	13:36:56	-17:12:37	40
N20140422Q5F19V3	13:43:38	-18:11:49	40
N20140422Q5F20V3	13:43:36	-16:13:25	40
N20140422Q5F17V4	13:36:58	-15:14:13	40
N20140422Q5F18V4	13:36:56	-17:12:37	40
N20140422Q5F19V4	13:43:38	-18:11:49	40
N20140422Q5F20V4	13:43:36	-16:13:25	40
N20140422Q5F17V5	13:36:58	-15:14:13	40
N20140422Q5F18V5	13:36:56	-17:12:37	40
N20140422Q5F19V5	13:43:38	-18:11:49	40
N20140422Q5F20V5	13:43:36	-16:13:25	40
SLEW_QX_QY	13:43:36	-16:13:25	60
