imname	RA	DEC	EXPTIME
N20140422F73V1	14:20:58	-12:23:45	40
N20140422F74V1	14:20:57	-14:20:09	40
N20140422F75V1	14:27:33	-15:19:21	40
N20140422F76V1	14:27:31	-13:22:57	40
N20140422F73V2	14:20:58	-12:23:45	40
N20140422F74V2	14:20:57	-14:20:09	40
N20140422F75V2	14:27:33	-15:19:21	40
N20140422F76V2	14:27:31	-13:22:57	40
N20140422F73V3	14:20:58	-12:23:45	40
N20140422F74V3	14:20:57	-14:20:09	40
N20140422F75V3	14:27:33	-15:19:21	40
N20140422F76V3	14:27:31	-13:22:57	40
N20140422F73V4	14:20:58	-12:23:45	40
N20140422F74V4	14:20:57	-14:20:09	40
N20140422F75V4	14:27:33	-15:19:21	40
N20140422F76V4	14:27:31	-13:22:57	40
N20140422F73V5	14:20:58	-12:23:45	40
N20140422F74V5	14:20:57	-14:20:09	40
N20140422F75V5	14:27:33	-15:19:21	40
N20140422F76V5	14:27:31	-13:22:57	40
SLEW_QX_QY	14:27:31	-13:22:57	60
