imname	RA	DEC	EXPTIME
N20140422Q62F245V1	15:07:05	-18:55:25	40
N20140422Q62F246V1	15:07:02	-20:53:49	40
N20140422Q62F247V1	15:13:53	-21:51:01	40
N20140422Q62F248V1	15:13:51	-19:54:37	40
N20140422Q62F245V2	15:07:05	-18:55:25	40
N20140422Q62F246V2	15:07:02	-20:53:49	40
N20140422Q62F247V2	15:13:53	-21:51:01	40
N20140422Q62F248V2	15:13:51	-19:54:37	40
N20140422Q62F245V3	15:07:05	-18:55:25	40
N20140422Q62F246V3	15:07:02	-20:53:49	40
N20140422Q62F247V3	15:13:53	-21:51:01	40
N20140422Q62F248V3	15:13:51	-19:54:37	40
N20140422Q62F245V4	15:07:05	-18:55:25	40
N20140422Q62F246V4	15:07:02	-20:53:49	40
N20140422Q62F247V4	15:13:53	-21:51:01	40
N20140422Q62F248V4	15:13:51	-19:54:37	40
N20140422Q62F245V5	15:07:05	-18:55:25	40
N20140422Q62F246V5	15:07:02	-20:53:49	40
N20140422Q62F247V5	15:13:53	-21:51:01	40
N20140422Q62F248V5	15:13:51	-19:54:37	40
SLEW_QX_QY	15:13:51	-19:54:37	60
