imname	RA	DEC	EXPTIME
N20140422Q41F161V1	14:40:04	-00:31:25	40
N20140422Q41F162V1	14:40:04	-02:29:49	40
N20140422Q41F163V1	14:46:27	-03:27:01	40
N20140422Q41F164V1	14:46:27	-01:30:37	40
N20140422Q41F161V2	14:40:04	-00:31:25	40
N20140422Q41F162V2	14:40:04	-02:29:49	40
N20140422Q41F163V2	14:46:27	-03:27:01	40
N20140422Q41F164V2	14:46:27	-01:30:37	40
N20140422Q41F161V3	14:40:04	-00:31:25	40
N20140422Q41F162V3	14:40:04	-02:29:49	40
N20140422Q41F163V3	14:46:27	-03:27:01	40
N20140422Q41F164V3	14:46:27	-01:30:37	40
N20140422Q41F161V4	14:40:04	-00:31:25	40
N20140422Q41F162V4	14:40:04	-02:29:49	40
N20140422Q41F163V4	14:46:27	-03:27:01	40
N20140422Q41F164V4	14:46:27	-01:30:37	40
N20140422Q41F161V5	14:40:04	-00:31:25	40
N20140422Q41F162V5	14:40:04	-02:29:49	40
N20140422Q41F163V5	14:46:27	-03:27:01	40
N20140422Q41F164V5	14:46:27	-01:30:37	40
SLEW_QX_QY	14:46:27	-01:30:37	60
