imname	RA	DEC	EXPTIME
N20140422Q38F149V1	14:28:02	-18:55:25	40
N20140422Q38F150V1	14:27:59	-20:53:49	40
N20140422Q38F151V1	14:34:50	-21:51:01	40
N20140422Q38F152V1	14:34:48	-19:54:37	40
N20140422Q38F149V2	14:28:02	-18:55:25	40
N20140422Q38F150V2	14:27:59	-20:53:49	40
N20140422Q38F151V2	14:34:50	-21:51:01	40
N20140422Q38F152V2	14:34:48	-19:54:37	40
N20140422Q38F149V3	14:28:02	-18:55:25	40
N20140422Q38F150V3	14:27:59	-20:53:49	40
N20140422Q38F151V3	14:34:50	-21:51:01	40
N20140422Q38F152V3	14:34:48	-19:54:37	40
N20140422Q38F149V4	14:28:02	-18:55:25	40
N20140422Q38F150V4	14:27:59	-20:53:49	40
N20140422Q38F151V4	14:34:50	-21:51:01	40
N20140422Q38F152V4	14:34:48	-19:54:37	40
N20140422Q38F149V5	14:28:02	-18:55:25	40
N20140422Q38F150V5	14:27:59	-20:53:49	40
N20140422Q38F151V5	14:34:50	-21:51:01	40
N20140422Q38F152V5	14:34:48	-19:54:37	40
SLEW_QX_QY	14:34:48	-19:54:37	60
