imname	RA	DEC	EXPTIME
N20140422F49V1	14:08:18	-08:42:33	40
N20140422F50V1	14:08:17	-10:40:57	40
N20140422F51V1	14:14:48	-11:38:09	40
N20140422F52V1	14:14:47	-09:41:45	40
N20140422F49V2	14:08:18	-08:42:33	40
N20140422F50V2	14:08:17	-10:40:57	40
N20140422F51V2	14:14:48	-11:38:09	40
N20140422F52V2	14:14:47	-09:41:45	40
N20140422F49V3	14:08:18	-08:42:33	40
N20140422F50V3	14:08:17	-10:40:57	40
N20140422F51V3	14:14:48	-11:38:09	40
N20140422F52V3	14:14:47	-09:41:45	40
N20140422F49V4	14:08:18	-08:42:33	40
N20140422F50V4	14:08:17	-10:40:57	40
N20140422F51V4	14:14:48	-11:38:09	40
N20140422F52V4	14:14:47	-09:41:45	40
N20140422F49V5	14:08:18	-08:42:33	40
N20140422F50V5	14:08:17	-10:40:57	40
N20140422F51V5	14:14:48	-11:38:09	40
N20140422F52V5	14:14:47	-09:41:45	40
SLEW_QX_QY	14:14:47	-09:41:45	60
